contents,2014Q1,2015Q1,2016Q1,2017Q1,2018Q1,2019Q1,2020Q1,2021Q1,2022Q1,2023Q1,2024Q1
Employees with temporary jobs (as per cent of all employees),7.6,7.2,8.4,7.8,7.9,7.4,7.2,8.9,8.0,7.5,8.5
