statistikkvariabel,2014K1,2015K1,2016K1,2017K1,2018K1,2019K1,2020K1,2021K1,2022K1,2023K1,2024K1
Midlertidig ansatte (prosent),7.6,7.2,8.4,7.8,7.9,7.4,7.2,8.9,8.0,7.5,8.5
