REF_AREA,2021,2022
Australia,73.102154,78.854071
Østerrike,86.683144,95.13764
Belgia,94.1884,99.984646
Canada,66.375436,71.859233
Sveits,91.084226,100.530808
Chile,35.794689,35.510772
Colombia,18.470892,20.508016
Costa Rica,29.250931,29.634619
Tsjekkia,55.130734,57.184386
Tyskland,85.003443,90.901736
Danmark,96.482343,104.195045
Spania,63.55994,68.804998
Estland,53.114079,54.92962
Finland,78.683718,84.755555
Frankrike,84.443047,86.74911
Storbritannia,72.953072,76.728829
Hellas,40.152102,44.775481
Ungarn,47.137294,51.790436
Irland,147.747913,162.539562
Island,80.483833,90.140658
Israel,54.64135,58.509359
Italia,69.536672,74.011927
Japan,50.771675,53.401506
Sør-Korea,48.40428,50.09168
Litauen,58.024624,61.166817
Luxembourg,124.028624,130.74321
Latvia,50.652781,57.933067
Mexico,22.035821,23.98607
Nederland,86.309841,92.318913
Norge,119.719997,161.841855
New Zealand,51.530024,54.428991
OECD,63.338313,67.469687
Polen,49.691849,56.015464
Portugal,49.136569,56.235638
Slovakia,54.522618,56.581416
Slovenia,58.484143,62.146987
Sverige,90.285779,95.634
Tyrkia,53.419571,61.273494
USA,86.873391,91.497194
